"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"75","RT @LordTanui_: James Orengo: At the end of the day,the process is as important as the results. 
#SupremeCourtDecides",FALSE,0,NA,2017-09-01 06:34:33,FALSE,NA,"903506343537061888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WanyonyiGeorge1",4,TRUE,FALSE,NA,NA
"76","What if the court orders a repeat then some bogus folks defy and swear Muthamaki tonight? #SupremeCourtDecides",FALSE,1,NA,2017-09-01 06:34:20,FALSE,NA,"903506290261024768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CpaWaweru",0,FALSE,FALSE,NA,NA
"77","Justice begets Trust
Trust begets Unity
Unity begets Peace

#SupremeCourtDecides .",FALSE,0,NA,2017-09-01 06:34:16,FALSE,NA,"903506272758190080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ItsOnyinkwa",0,FALSE,FALSE,NA,NA
"78","11am EAT may the will of the people of Kenya prevail. #SupremeCourtDecides",FALSE,0,NA,2017-09-01 06:34:14,FALSE,NA,"903506266634510336",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","jjwaziri",0,FALSE,FALSE,NA,NA
"79","RT @NASA_Ke: Today as #SupremeCourtDecides, we hope they do what's right for Kenya NOW &amp; in the future. Elections MUST alwys count. #Nullif…",FALSE,0,NA,2017-09-01 06:34:12,FALSE,NA,"903506256463351808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PapiiKennyy",80,TRUE,FALSE,NA,NA
"80","Today, Supreme Court under CJ David Maraga, in its decision, will build our Country on a rock or sandy beaches #SupremeCourtDecides",FALSE,1,NA,2017-09-01 06:34:04,FALSE,NA,"903506222464237568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yonsinyo",0,FALSE,FALSE,NA,NA
"81","RT @NCIC_Kenya: We urge Kenyans to remain calm and embrace peace @inwanyoike @Ole_Kaparo1 @Nwamocha @KibetBenard_  #SupremeCourtDecides #Nc…",FALSE,0,NA,2017-09-01 06:34:00,FALSE,NA,"903506204382699520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mabuka_jr",98,TRUE,FALSE,NA,NA
"82","RT @Caleb_Simba: The Supreme Court is set to choose between Democracy and Gorilla.  #SupremeCourtDecides",FALSE,0,NA,2017-09-01 06:33:59,FALSE,NA,"903506203845812225",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","odanga23",2,TRUE,FALSE,NA,NA
"83","Who won muhoroni parliamentary seat #SupremeCourtDecides",FALSE,0,NA,2017-09-01 06:33:57,FALSE,NA,"903506194270216192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoeWiston",0,FALSE,FALSE,NA,NA
"84","The heavy presence of police on horses in town clearly tells you the bridge to Canaan is broken #SupremeCourtDecides",FALSE,0,NA,2017-09-01 06:33:57,FALSE,NA,"903506193322090498",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","einonda",0,FALSE,FALSE,NA,NA
"85","Their servers are in japan. They're waiting for the admins to wake up at 11am. #SupremeCourtDecides",FALSE,0,NA,2017-09-01 06:33:49,FALSE,NA,"903506158044016642",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ambvann",0,FALSE,FALSE,NA,NA
"86","#SupremeCourtDecides i will refuse to be a Kenyan if this election is NOT nullified",FALSE,0,NA,2017-09-01 06:33:46,FALSE,NA,"903506147889618944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","moodsthatbug",0,FALSE,FALSE,NA,NA
"87","Insider infor says its a bombshell #SupremeCourtDecides",FALSE,0,NA,2017-09-01 06:33:45,FALSE,NA,"903506144374779905",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RoofasC",0,FALSE,FALSE,NA,NA
"88","#SupremeCourtDecides I have a feeling of nullification.",FALSE,0,NA,2017-09-01 06:33:43,FALSE,NA,"903506134677549056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KagoiEric",0,FALSE,FALSE,NA,NA
"89","Matiang'i says he is likely to impose a curfew the whole country if we don't behave afterSupreme Decision..#SupremeCourtDecides",FALSE,0,NA,2017-09-01 06:33:42,FALSE,NA,"903506128914481152",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","BrianKibetTerer",0,FALSE,FALSE,NA,NA
"90","They can kill some of us some of the time but they can't kill all of us all of the time.  #LuoLivesmatter #SupremeCourtDecides",FALSE,0,NA,2017-09-01 06:33:39,FALSE,NA,"903506118906970112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","okoth95",0,FALSE,FALSE,NA,NA
"91","#SupremeCourtDecides whatever they gonna decide its better to be united",FALSE,0,NA,2017-09-01 06:33:35,FALSE,NA,"903506101307572224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dejacksonkaris",0,FALSE,FALSE,NA,NA
"92","RT @Georgemungez: #SupremeCourtDecides Everyone today defines justice differently, because we think our candidate should have won.. Let Ken…",FALSE,0,NA,2017-09-01 06:33:34,FALSE,NA,"903506095456620544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","boke_maurice",65,TRUE,FALSE,NA,NA
"93","RT @alexawiti: #SupremeCourtDecides. I can hear the crowd thundering to Pilate ""give us Barabbas"".",FALSE,0,NA,2017-09-01 06:33:33,FALSE,NA,"903506093275582464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","agong_george",27,TRUE,FALSE,NA,NA
"94","RT @JohnBosco_Juma: The time judgement is to be delivered has,predictable outcome.
At Night is always to prevent demos.
#SupremeCourtDecides",FALSE,0,NA,2017-09-01 06:33:33,FALSE,NA,"903506092415705088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hnyaosi",4,TRUE,FALSE,NA,NA
"95","RT @iam_jmeka: #SupremeCourtDecides
Fred Ngatia (30 years experience and has never lost a case).",FALSE,0,NA,2017-09-01 06:33:33,FALSE,NA,"903506090851258370",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ItsBrianKe",10,TRUE,FALSE,NA,NA
"96","Want to become a Freemason with @NairobiMasons @ymmit_int ?  #SupremeCourtDecides https://t.co/JBVWaPqzjV",FALSE,0,NA,2017-09-01 06:33:27,FALSE,NA,"903506066956312577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YmmitCuea",0,FALSE,FALSE,NA,NA
"97","#SupremeCourtDecides @RailaOdinga retire by force today if you want to die for him go n loot in the name of the so called demonstration",FALSE,0,NA,2017-09-01 06:33:24,FALSE,NA,"903506055090642944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ble1jo",0,FALSE,FALSE,NA,NA
"98","#SupremeCourtDecides
Peace and justice are two sides of the same coin.
maintain peace Kenyans",FALSE,0,NA,2017-09-01 06:33:23,FALSE,NA,"903506050367750145",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tek_jones",0,FALSE,FALSE,NA,NA
"99","Well judging by the number of police everywhere... We dont need CJ maraga to issue the judgement.. We already know #SupremeCourtDecides",FALSE,0,NA,2017-09-01 06:33:21,FALSE,NA,"903506041517854721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","birdmanbanda",0,FALSE,FALSE,NA,NA
"100","RT @alexawiti: #SupremeCourtDecides. I can hear the crowd thundering to Pilate ""give us Barabbas"".",FALSE,0,NA,2017-09-01 06:33:20,FALSE,NA,"903506039089266688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","willnyakundi",27,TRUE,FALSE,NA,NA
